questao,dificuldade_item,acerto_acaso_item,discriminacao_item,dificuldade_item_normalizado,classificacao_dificuldade
1,1.12173128976444,0.110169348052342,1.00762241403115,712.1731289764441,Dificil
2,2.32446232173847,0.250190586264517,1.09198224800818,832.446232173847,Muito dificil
3,2.87966327368267,0.193336122367311,10.1124264851781,887.966327368267,Muito dificil
4,2.03749700771438,0.0024470654377693,0.482452405415781,803.749700771438,Muito dificil
5,-5.34670896217909,0.120587145057499,-0.282198245107289,65.32910378209101,Muito facil
6,1.5467182502285,7.35855193046769e-05,0.747080699167201,754.6718250228499,Muito dificil
7,2.53047095814263,1.05033361272763e-05,0.467334438377748,853.047095814263,Muito dificil
8,2.61041778053696,0.172859666150059,3.5376030474212,861.0417780536959,Muito dificil
9,1.9410366097043,0.113999543022885,3.32802606711238,794.10366097043,Muito dificil
10,2.42445538382057,0.143131951322544,3.04982728212159,842.445538382057,Muito dificil
11,1.24389804650581,0.145982212455236,0.977818184325615,724.389804650581,Dificil
12,0.396034953182758,0.0159041626237179,1.03403769718947,639.6034953182758,Media
13,1.27963034757002,0.130366392073415,2.48012336386028,727.963034757002,Muito dificil
14,0.713197565780162,0.0228616925989821,0.41001448459873,671.3197565780163,Dificil
15,4.33203353606577,0.169710132678808,0.372180944809946,1033.203353606577,Muito dificil
16,2.90089124139645,0.123226390152111,1.04055335703353,890.089124139645,Muito dificil
17,4.3189866422736,0.122418302212823,1.30037490043623,1031.89866422736,Muito dificil
18,2.2339918967726,0.157434896566433,3.70303529542999,823.39918967726,Muito dificil
19,2.78635896028205,0.183881473532149,10.4494861288526,878.635896028205,Muito dificil
20,2.80100677483285,0.256096287071515,12.006012510507,880.1006774832849,Muito dificil
21,4.9719903581178,0.0357931184831647,0.225257766396664,1097.19903581178,Muito dificil
22,0.662867843562247,0.04130206126749,0.261372411468179,666.2867843562246,Dificil
23,1.5866544515182,0.345337670290655,1.76934636914215,758.66544515182,Muito dificil
24,2.18884393516036,0.194909586461535,1.52609083339409,818.884393516036,Muito dificil
25,2.7707818898525,0.0662363239464327,1.72060183653327,877.0781889852501,Muito dificil
26,2.21688673358056,0.373522469120915,2.0791789562384,821.688673358056,Muito dificil
27,2.37046255525368,0.0797918898591263,1.88976184040524,837.046255525368,Muito dificil
28,2.67560654243526,0.14424865575679,3.47042317759325,867.560654243526,Muito dificil
29,1.86025817503408,0.0899304092414994,1.21028488952018,786.025817503408,Muito dificil
30,2.82742136945222,0.190633618683991,2.22360516614552,882.742136945222,Muito dificil
31,2.81784500322057,0.105360312789085,2.07957641277793,881.784500322057,Muito dificil
32,2.35736252311656,0.0302588312132549,0.42275211376007,835.736252311656,Muito dificil
33,1.99895466122534,0.0730845995461633,1.28551725740959,799.895466122534,Muito dificil
34,2.81769444155687,0.213595043038199,3.16652245559094,881.7694441556871,Muito dificil
35,-9.79088000306059,0.0678987800051889,-0.164686406054283,-379.0880003060589,Muito facil
36,10.5603462237371,0.1735995534172,0.420077225285682,1656.0346223737101,Muito dificil
37,-202.457970805803,0.233401847813664,-0.0114660096125119,-19645.7970805803,Muito facil
38,2.37127123961239,0.224857721340937,4.25782991123764,837.127123961239,Muito dificil
39,2.35796946973279,0.220865788337274,1.85251252822659,835.796946973279,Muito dificil
40,2.00422313047938,0.194093108457256,1.77786687977597,800.422313047938,Muito dificil
41,1.87597311114909,0.209113209849589,1.45940478801345,787.597311114909,Muito dificil
42,2.20538699212464,0.257849144832229,0.747224959583149,820.538699212464,Muito dificil
43,-5.66071996272522,0.0194821388195503,-0.300989120882124,33.92800372747803,Muito facil
44,2.49419744506007,0.142825843729443,4.20928190477365,849.4197445060071,Muito dificil
45,2.62825983824507,0.254955483132494,5.12365647407776,862.8259838245069,Muito dificil
