questao,dificuldade_item,acerto_acaso_item,discriminacao_item,dificuldade_item_normalizado,classificacao_dificuldade
1,-0.24643569091247,0.258622852267523,1.82251097081255,575.356430908753,Media
2,1.64706945349698,0.133395062658662,1.28756029366336,764.706945349698,Muito dificil
3,2.37352758486418,0.0027083788725087,0.304437974886694,837.352758486418,Muito dificil
4,-1.5247948988645,0.0057081692414864,-0.471433563727548,447.52051011355,Muito facil
5,-2.6097854252252,0.0003043233402302,0.786501287483579,339.02145747748,Muito facil
6,3.33131254955013,0.17756362971357,0.618460663768587,933.131254955013,Muito dificil
7,0.719801288809624,0.182628699324943,1.94427639930277,671.9801288809624,Dificil
8,0.220345085671696,0.25418216083963,1.43737346338602,622.0345085671697,Media
9,1.66743280928181,0.204243352332672,1.18625366153663,766.743280928181,Muito dificil
10,2.07826775464243,0.202804489604731,2.34685122063336,807.826775464243,Muito dificil
11,-0.0014889341142426,0.0049394113530682,0.745325991561873,599.8511065885757,Media
12,-0.127572723928288,0.0117071847287869,0.830144900378656,587.2427276071712,Media
13,0.543026548897994,0.158986096574338,1.20216738140469,654.3026548897994,Dificil
14,1.87177078725294,0.0989154023027589,2.25171928315396,787.177078725294,Muito dificil
15,0.623193945564246,0.147697163285172,1.4640928864749,662.3193945564246,Dificil
16,2.20094714300763,0.0937262080501537,1.67483025149963,820.094714300763,Muito dificil
17,-0.612487073564232,0.0050795711270281,0.885090599651174,538.7512926435768,Facil
18,1.81994808549494,0.21166740686399,1.56993382226941,781.994808549494,Muito dificil
19,2.92826057589036,0.0063679637246945,0.346199326259777,892.826057589036,Muito dificil
20,4.47549784245297,0.0704413997061633,0.197226563518449,1047.549784245297,Muito dificil
21,-1.14663867987941,0.0018269932386626,0.973644954993659,485.336132012059,Facil
22,1.58123797862052,0.0487545832593213,2.58885969483108,758.1237978620519,Muito dificil
23,0.599885778122841,0.209451180133865,1.56564756867876,659.9885778122841,Dificil
24,0.0932829591876461,0.0003286078347311,0.629846092707069,609.3282959187645,Media
25,0.972769580972947,0.160833320613217,2.1155544364855,697.2769580972947,Dificil
26,1.97816340650085,0.156279074376701,1.34468839740511,797.8163406500851,Muito dificil
27,1.42444617077512,0.105698311217724,2.92587340239415,742.444617077512,Muito dificil
28,0.0199443402699208,0.223160773222275,1.78950777304556,601.994434026992,Media
29,0.488647542599546,0.0178284836214796,0.44287873307776,648.8647542599547,Media
30,1.60629224864935,0.205223818982199,1.12793043484813,760.6292248649349,Muito dificil
31,0.716785333350565,0.191584916984385,1.84826428479437,671.6785333350565,Dificil
32,2.76603016703649,0.0536137405188712,0.298761033358691,876.603016703649,Muito dificil
33,-0.454530137968664,9.1100812984884e-05,0.887346872235389,554.5469862031337,Media
34,2.40997278611707,0.0223032996877352,0.430233432987822,840.997278611707,Muito dificil
35,0.459694075193087,0.0491856989752354,1.02428037931682,645.9694075193088,Media
36,-1.83378232143793,1.26405080295449e-05,1.4729403465021,416.62176785620704,Muito facil
37,0.15667474763765,0.216599130840222,1.4910866947431,615.6674747637651,Media
38,2.21896590464329,0.318528152078966,3.09260310534647,821.8965904643289,Muito dificil
39,1.18609592404942,0.0022076017095962,0.414751409224812,718.609592404942,Dificil
40,0.812766485440887,0.0060848510318114,0.41674491600752,681.2766485440887,Dificil
41,0.101119154177348,0.216592012417917,2.20219024059724,610.1119154177347,Media
42,-1.6291060120803,2.15437248744152e-05,0.893517382156018,437.08939879197,Muito facil
43,0.903807189879618,0.211539497389734,1.55621716835021,690.3807189879618,Dificil
44,1.18791044218989,0.179369755674012,2.15262135079815,718.7910442189891,Dificil
45,0.925703717387531,0.132761832005001,1.49245182766719,692.5703717387531,Dificil
