questao,dificuldade_item,acerto_acaso_item,discriminacao_item,dificuldade_item_normalizado,classificacao_dificuldade
1,2.40169192884817,0.178125793643019,4.19240148565696,840.169192884817,Muito dificil
2,1.63535352090503,0.205822445537529,2.11096841790719,763.535352090503,Muito dificil
3,2.17276337850418,0.104025450026399,2.26675947905843,817.276337850418,Muito dificil
4,1.59055100729841,0.164888584253059,1.13403657878108,759.055100729841,Muito dificil
5,1.51195225912482,0.118617605188854,2.89467882481883,751.195225912482,Muito dificil
6,0.527901624169952,0.137957507662688,1.21317532242829,652.7901624169951,Dificil
7,1.90434076470829,0.156505643919307,3.81566599754775,790.434076470829,Muito dificil
8,1.14623695514212,0.0635966013480063,2.36249061431372,714.623695514212,Dificil
9,-0.0291979879937118,0.216897148749227,1.45563351135413,597.0802012006288,Media
10,6.98432518311136,0.0171001261448501,0.232271313650845,1298.432518311136,Muito dificil
11,0.384756366343335,0.109056015763688,1.5322348068757,638.4756366343335,Media
12,2.44513312462695,0.0665871294174351,4.50738854436369,844.513312462695,Muito dificil
13,2.39027502398897,0.227099916434726,3.81481306400179,839.027502398897,Muito dificil
14,1.48977711444304,0.203256177893793,2.68397104543334,748.977711444304,Muito dificil
15,2.22412351717757,0.200910737821618,0.995144046450408,822.412351717757,Muito dificil
16,2.46528656311635,0.143725864439473,2.84852842247684,846.528656311635,Muito dificil
17,4.80940824938566,0.0073805035306475,0.217034033503151,1080.940824938566,Muito dificil
18,2.0959117242472,0.12436440889108,0.810082355419696,809.59117242472,Muito dificil
19,2.63116833749807,0.0004492215811678,0.461966362285823,863.116833749807,Muito dificil
20,2.57450161383754,0.115700558317047,3.41595085892808,857.450161383754,Muito dificil
21,5.59472924106189,0.0163856351952102,0.226217652589018,1159.472924106189,Muito dificil
22,189.669607856402,0.162204989724249,0.0127392252555544,19566.9607856402,Muito dificil
23,2.26318174290537,0.179822839488728,0.819123261257763,826.3181742905371,Muito dificil
24,2.40859498167174,0.171279481824474,1.17333421216002,840.859498167174,Muito dificil
25,2.76134944818786,0.236198995550359,6.06796930502735,876.134944818786,Muito dificil
26,-3.27026590980245,0.178308396502189,-1.95114557313448,272.97340901975497,Muito facil
27,-6.91162892218753,0.0668280051310984,-0.508243535862607,-91.16289221875303,Muito facil
28,2.98554188522919,0.172956264570321,0.738183615300385,898.554188522919,Muito dificil
29,0.441133812136368,0.248239279330923,1.66267708040603,644.1133812136368,Media
30,1.09621822080756,0.0906084398909433,0.691681388912855,709.621822080756,Dificil
31,0.994198039592953,0.202153984461918,1.35923012705792,699.4198039592952,Dificil
32,3.15659085330354,0.198270478792992,0.621080587403169,915.659085330354,Muito dificil
33,0.472885781593471,0.156111756709016,2.48187113845788,647.288578159347,Media
34,2.47461609404846,0.136267129972224,4.19240283959731,847.461609404846,Muito dificil
35,2.22387970213261,0.247250697972887,2.58456632832192,822.387970213261,Muito dificil
36,20.2865676555988,0.0839713132634752,0.0736203485107152,2628.65676555988,Muito dificil
37,2.3580148385725,0.193445060545412,2.89659105615695,835.80148385725,Muito dificil
38,2.15489873738496,0.267238800361865,3.6809079654512,815.4898737384959,Muito dificil
39,13.9840256962267,0.0223628130806276,0.140845832381611,1998.4025696226702,Muito dificil
41,2.33190703139,0.215325180538532,4.25021551783176,833.190703139,Muito dificil
42,2.81143292997346,0.20232489411328,3.18622084389564,881.143292997346,Muito dificil
43,2.14906671630166,0.194933410149726,1.37715169848441,814.906671630166,Muito dificil
44,2.30101947892859,0.254916919951721,4.89347423641845,830.1019478928589,Muito dificil
45,1.52621763206853,0.19555207927908,2.44859888039835,752.621763206853,Muito dificil
