questao,dificuldade_item,acerto_acaso_item,discriminacao_item,dificuldade_item_normalizado,classificacao_dificuldade
1,0.720953461665992,0.128984902515615,1.86661536444089,672.0953461665993,Dificil
2,1.18510867049433,0.253588559236266,1.58871397009849,718.510867049433,Dificil
3,0.432512693536001,0.105831707954699,0.777524860407043,643.2512693536,Media
4,0.375424693460618,0.246585851036797,1.80072943234091,637.5424693460618,Media
5,0.315605051988474,0.322729564330217,1.78041292887554,631.5605051988473,Media
6,0.833324485954946,0.0003260981553034,0.658076555238344,683.3324485954945,Dificil
7,-0.0564135469423083,0.0010871953234326,0.352727903690576,594.3586453057692,Media
8,-0.447768434681579,9.82470279170207e-06,0.866170203268683,555.223156531842,Media
9,-0.44538217885267,1.78399343716554e-06,1.23041991169522,555.4617821147331,Media
10,-0.460083397117288,0.11265054882134,1.10457080502561,553.9916602882712,Media
11,-4.46317223069183,0.0538395901852473,-1.4014460355312,153.68277693081697,Muito facil
12,-3.19235194990744,0.102689421360657,-2.15823664290246,280.76480500925595,Muito facil
13,1.55969808428378,0.0062350543792347,0.439316888864815,755.969808428378,Muito dificil
14,1.84039170672409,0.0994605968711706,3.37499578930746,784.039170672409,Muito dificil
15,0.779565435436325,0.0729975101025926,0.684025763767485,677.9565435436325,Dificil
16,0.311189222535779,0.0088764469861495,0.353407283323237,631.1189222535779,Media
17,1.38893119927096,0.276668247715442,1.54799181428614,738.893119927096,Muito dificil
18,-1.05966882941479,0.0003960734829135,1.43273089570977,494.033117058521,Facil
19,2.83139574211364,0.116961220818432,1.33230047576663,883.139574211364,Muito dificil
20,1.11180415286005,0.275160067296737,0.991675183383305,711.180415286005,Dificil
21,0.453627552722343,0.0007435459197239,0.416264107105305,645.3627552722344,Media
22,1.01780170962306,0.0005976667965666,0.645748225361805,701.7801709623061,Dificil
23,0.532230829848506,0.047787893024282,1.16132381884131,653.2230829848506,Dificil
24,2.64086823782855,0.0685528932253324,2.2693801508102,864.086823782855,Muito dificil
25,1.04758653638778,0.0757466844978636,0.823797287955342,704.758653638778,Dificil
26,2.58636694733991,0.198386035214642,2.34428473777917,858.6366947339909,Muito dificil
27,1.39919605599164,0.154648292566238,0.760860332798731,739.919605599164,Muito dificil
28,1.78590045497466,0.183344527188399,1.77775275999005,778.590045497466,Muito dificil
29,2.4005750651029,0.0020169685633931,0.493013815694032,840.05750651029,Muito dificil
30,2.20111417596108,0.22080168820342,2.57622763343781,820.111417596108,Muito dificil
31,2.77060750892449,0.183188888437598,1.78275805411476,877.060750892449,Muito dificil
32,-0.754232741303619,0.218515480913693,1.92809336654868,524.576725869638,Facil
33,1.02418607763172,0.136531978189079,1.78990103896659,702.4186077631721,Dificil
34,-0.277345567121112,0.0059225917930502,0.9558604981261,572.2654432878887,Media
35,1.3086904202423,0.226189813531502,1.13715122287222,730.86904202423,Muito dificil
36,0.103123686362908,0.171485419062338,1.97749913988345,610.3123686362908,Media
37,1.71432914755898,0.137832575580029,2.1165622863569,771.432914755898,Muito dificil
38,1.69067360565619,0.134868872645538,2.0502802984898,769.0673605656191,Muito dificil
39,0.206301190461145,0.0013773448971014,0.690042679037143,620.6301190461145,Media
40,1.03818935682379,0.235778712210788,1.56846652897506,703.818935682379,Dificil
41,1.54389835316507,0.0979308421049183,0.780580069415872,754.3898353165071,Muito dificil
42,0.151502829175914,0.10044610419014,1.55242931246242,615.1502829175914,Media
43,-0.595993481214382,8.42798228635256e-05,0.832190080112433,540.4006518785618,Facil
44,0.32940160260918,0.102693592147091,1.83727573313543,632.940160260918,Media
45,1.58064405174828,0.119334913580441,0.728466586392065,758.0644051748279,Muito dificil
